slug,school,name,title,cv_url,graduation_year,personal_url,hidden,google_scholar_url,alternative_name,graduation_school,faculty_directory_url,paper_list_url,bio
harvard_matthew_rabin,Harvard,Matthew Rabin,Professor (Harvard University),,,,TRUE,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=309413,,
harvard_ryan_l_raffaelli,Harvard,Ryan L. Raffaelli,"Assistant Professor of Business Administration, Richard Hodgson Fellow",http://www.hbs.edu/faculty/Profile%20Files/2016-Raffaelli_CV_110916_d53af42d-0969-4314-9cf6-d884ab4d0d1e.pdf,2013,,,https://scholar.google.com/citations?user=ZavV5qIAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=257292,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=257292&facInfo=pub,
harvard_ananth_raman,Harvard,Ananth Raman,UPS Foundation Professor of Business Logistics,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6534,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6534&facInfo=pub,
harvard_lakshmi_ramarajan,Harvard,Lakshmi Ramarajan,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Ramarajan-CV-9-28-16_0d07f550-797a-4879-9764-684441a64064.pdf,2009,,,https://scholar.google.com/citations?user=4jPDp9wAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=496799,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=496799&facInfo=pub,
harvard_v_kasturi_rangan,Harvard,V. Kasturi Rangan,Malcolm P. McNair Professor of Marketing,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6535,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6535&facInfo=pub,
harvard_sophus_a_reinert,Harvard,Sophus A. Reinert,Marvin Bower Associate Professor,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=603179,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=603179&facInfo=pub,
harvard_forest_l_reinhardt,Harvard,Forest L. Reinhardt,John D. Black Professor,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6538,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6538&facInfo=pub,
harvard_meg_rithmire,Harvard,Meg Rithmire,"Assistant Professor of Business Administration, Hellman Faculty Fellow",http://www.hbs.edu/faculty/Profile%20Files/Rithmire_Meg_CV_Feb2017_efe891e8-eb23-4c89-a5c6-303431661420.pdf,2011,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=594996,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=594996&facInfo=pub,
harvard_jan_w_rivkin,Harvard,Jan W. Rivkin,Bruce V. Rauner Professor of Business AdministrationSenior Associate Dean for Research,http://www.hbs.edu/faculty/Profile%20Files/Rivkin_Jan_CV_2017_fb559c58-27b6-4143-9afb-a53200e2e4b1.pdf,1997,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6539,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6539&facInfo=pub,
harvard_dante_roscini,Harvard,Dante Roscini,Professor of Management Practice,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=100370,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=100370&facInfo=pub,
harvard_julio_j_rotemberg,Harvard,Julio J. Rotemberg,"William Ziegler Professor of Business AdministrationUnit Head, Business, Government and the International Economy",,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6542,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6542&facInfo=pub,
harvard_richard_s_ruback,Harvard,Richard S. Ruback,Willard Prescott Smith Professor of Corporate Finance,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6543,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6543&facInfo=pub,
harvard_raffaella_sadun,Harvard,Raffaella Sadun,Thomas S. Murphy Associate Professor of Business Administration,http://www.people.hbs.edu/rsadun/Sadun_Raffaella_CV_May_2016.pdf,2008,,,https://scholar.google.com/citations?user=JvctKJcAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=541712,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=541712&facInfo=pub,
harvard_tatiana_sandino,Harvard,Tatiana Sandino,Associate Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=10699,,
harvard_shelle_m_santana,Harvard,Shelle M. Santana,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Santana_CV_1408_751f345a-e348-4b98-895b-2dbeaca215cf.pdf,2014,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=737522,,
harvard_vicki_l_sato,Harvard,Vicki L. Sato,Professor of Management Practice,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=398830,,
harvard_laura_phillips_sawyer,Harvard,Laura Phillips Sawyer,Assistant Professor of Business Administration,,,,,,Laura Phillips Sawyer,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=693127,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=693127&facInfo=pub,
harvard_david_s_scharfstein,Harvard,David S. Scharfstein,"Edmund Cogswell Converse Professor of Finance and BankingChair, Doctoral Programs",http://www.people.hbs.edu/dscharfstein/CV_2017.pdf,1986,http://www.people.hbs.edu/dscharfstein,,https://scholar.google.com/citations?user=VBBjgXsAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=13567,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=13567&facInfo=pub,
harvard_leonard_a_schlesinger,Harvard,Leonard A. Schlesinger,Baker Foundation Professor,http://www.hbs.edu/faculty/Profile%20Files/LAS%20CV%20January%202017_b98b80a7-dbc1-4d6c-a9f2-401e976afa7f.pdf,1979,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6548,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6548&facInfo=pub,
harvard_jesse_schreger,Harvard,Jesse Schreger,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Jesse%20Schreger%20CV%20August%202016_e7ed04c5-f9af-4d6f-9e4a-ed05a16e2ed7.pdf,2015,,,https://scholar.google.com/citations?user=yfaO7MwAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=774744,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=774744&facInfo=pub,
harvard_joshua_r_schwartzstein,Harvard,Joshua R. Schwartzstein,Assistant Professor of Business Administration,http://www.people.hbs.edu/jschwartzstein/cv.pdf,2010,,,https://scholar.google.com/citations?user=PSQPL_kAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=564091,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=564091&facInfo=pub,
harvard_james_k_sebenius,Harvard,James K. Sebenius,Gordon Donaldson Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6550,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6550&facInfo=pub,
harvard_arthur_i_segel,Harvard,Arthur I Segel,Poorvu Family Professor of Management Practice,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6551,,
harvard_george_serafeim,Harvard,George Serafeim,Jakurski Family Associate Professor of Business Administration,,,,,https://scholar.google.com/citations?user=K6T_Pg4AAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=15705,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=15705&facInfo=pub,
harvard_willy_c_shih,Harvard,Willy C. Shih,Robert and Jane Cizik Professor of Management Practice in Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=194874,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=194874&facInfo=pub,
harvard_pian_shu,Harvard,Pian Shu,Assistant Professor of Business Administration (Leave of Absence),http://www.hbs.edu/faculty/Profile%20Files/ShuCV_Dec2015_v2_6e2cf9c1-8fbe-4de5-90fe-7eef6e5f5baa.pdf,2012,,TRUE,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=658461,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=658461&facInfo=pub,
harvard_anywhere_sikochi,Harvard,Anywhere Sikochi,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/CV-Siko_1aec8f02-a90e-4061-bd37-3ebcfa9255b2.pdf,2016,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=879658,,
harvard_robert_simons,Harvard,Robert Simons,Charles M. Williams Professor of Business Administration,,,,,https://scholar.google.com/citations?user=3pQ2F0UAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6556,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6556&facInfo=pub,
harvard_emil_n_siriwardane,Harvard,Emil N. Siriwardane,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Siriwardane_CV_5223e680-7668-4776-950a-6297b6b038ac.pdf,2015,http://www.people.hbs.edu/esiriwardane/,,https://scholar.google.com/citations?user=cBy1338AAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=773720,,
harvard_eugene_f_soltes,Harvard,Eugene F. Soltes,Jakurski Family Associate Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=541710,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=541710&facInfo=pub,
harvard_suraj_srinivasan,Harvard,Suraj Srinivasan,Philip J. Stomberg Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Suraj%20CV%20May%202016_5215216c-bffb-431f-94fe-517fe7c8b5b0.pdf,2004,,,https://scholar.google.com/citations?user=tjH4YPgAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=10700,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=10700&facInfo=pub,
harvard_erik_stafford,Harvard,Erik Stafford,John A. Paulson Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6625,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6625&facInfo=pub,
harvard_christopher_t_stanton,Harvard,Christopher T. Stanton,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Stanton_AcademicVita_20150902_220308a1-8c12-402f-88e9-7ac23546bfb6.pdf,2011,,,https://scholar.google.com/citations?user=sK17fe0AAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=602452,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=602452&facInfo=pub,
harvard_claudia_steinwender,Harvard,Claudia Steinwender,Assistant Professor of Business Administration,https://drive.google.com/open?id=0B4gn459Mbb0-RXdqM0pnaW56OTQ,,https://sites.google.com/site/clsteinwender/,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=737581,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=737581&facInfo=pub,
harvard_ariel_d_stern,Harvard,Ariel D. Stern,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Stern_CV_3_20_2017_6d5374a6-4bc4-44f3-888a-668f92ea7cf4.pdf,2014,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=735581,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=735581&facInfo=pub,
harvard_guhan_subramanian,Harvard,Guhan Subramanian,"H. Douglas Weaver Professor of Business Law, Joseph Flom Professor of Law and Business",,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6644,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6644&facInfo=pub,
harvard_sandra_j_sucher,Harvard,Sandra J. Sucher,MBA Class of 1966 Professor of Management Practice,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6610,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6610&facInfo=pub,
harvard_adi_sunderam,Harvard,Adi Sunderam,Marvin Bower Associate Professor,http://www.people.hbs.edu/asunderam/Sunderam_CV.pdf,2011,http://people.hbs.edu/asunderam/index.htm,,https://scholar.google.com/citations?user=1eX-pScAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=333538,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=333538&facInfo=pub,
harvard_hirotaka_takeuchi,Harvard,Hirotaka Takeuchi,Professor of Management Practice,http://www.people.hbs.edu/htakeuchi/Curriculum%20Vitae.doc,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6563,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6563&facInfo=pub,
harvard_thales_s_teixeira,Harvard,Thales S. Teixeira,Lumry Family Associate Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=522373,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=522373&facInfo=pub,
harvard_david_a_thomas,Harvard,David A. Thomas,H. Naylor Fitzhugh Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6565,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6565&facInfo=pub,
harvard_stefan_h_thomke,Harvard,Stefan H. Thomke,William Barclay Harding Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Stefan%20Thomke%20CV_b81312f1-ecfe-4c24-948e-65041ceec9cd.pdf,1995,,,https://scholar.google.com/citations?user=3ChhG88AAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6566,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6566&facInfo=pub,
harvard_michael_w_toffel,Harvard,Michael W. Toffel,Senator John Heinz Professor of Environmental Management,http://www.hbs.edu/faculty/Profile%20Files/Toffel_CV_f163fd4f-2c99-4da0-97d1-376a335ee4e6.pdf,2005,,,https://scholar.google.com/citations?user=j9pxF3UAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=386263,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=386263&facInfo=pub,
harvard_j_gunnar_trumbull,Harvard,J. Gunnar Trumbull,Philip Caldwell Professor of Business Administration,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=140863,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=140863&facInfo=pub,
harvard_peter_tufano,Harvard,Peter Tufano,Sylvan C. Coleman Professor of Financial Management,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6567,,
harvard_michael_l_tushman,Harvard,Michael L. Tushman,"Paul R. Lawrence MBA Class of 1942 Professor of Business AdministrationChair, Program for Leadership Development",http://www.hbs.edu/faculty/Profile%20Files/Tushman_Vita_with_cases_61755018-2696-44ca-827b-574f52222e01.pdf,1976,,,https://scholar.google.com/citations?user=fw6xDy0AAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6584,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6584&facInfo=pub,
harvard_boris_vallee,Harvard,Boris Vallee,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/cv_Boris%20Vallee_f8fe4250-8dfc-45d3-bda9-aab334470a58.pdf,2014,,,https://scholar.google.com/citations?user=6bBdvEgAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=738417,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=738417&facInfo=pub,
harvard_eric_j_van_den_steen,Harvard,Eric J. Van den Steen,Royal Little Professor of Business Administration,,,,,,Eric Van den Steen,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=301858,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=301858&facInfo=pub,
harvard_luis_m_viceira,Harvard,Luis M. Viceira,George E. Bates ProfessorSenior Associate Dean for International Development,http://www.people.hbs.edu/lviceira/publications.html,,,,https://scholar.google.com/citations?user=Kjx3OVEAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6604,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6604&facInfo=pub,
harvard_charles_cy_wang,Harvard,Charles C.Y. Wang,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/wangcv_d703a4cd-de3b-498c-8bad-ec82f7701910.pdf,2012,http://www.charlescywang.com,,https://scholar.google.com/citations?user=NpcNxIMAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=651677,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=651677&facInfo=pub,
harvard_matthew_c_weinzierl,Harvard,Matthew C. Weinzierl,Associate Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Weinzierl_Matthew_CV_Sept26_changes_from_Sept6_6526941b-4e40-4633-815a-290e5edbfc8a.pdf,2008,,,https://scholar.google.com/citations?user=AUIPYnYAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=496493,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=496493&facInfo=pub,
harvard_john_r_wells,Harvard,John R. Wells,Professor of Management Practice,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=13568,,
harvard_andy_wu,Harvard,Andy Wu,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Curriculum%20Vitae%202016.06.07_1d6ea6f9-dda3-4230-87b4-b655efcce878.pdf,2016,http://www.andywuandywu.com/,,https://scholar.google.com/citations?user=zGKEa7QAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=871877,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=871877&facInfo=pub,
harvard_dennis_a_yao,Harvard,Dennis A. Yao,"Lawrence E. Fouraker Professor of Business AdministrationUnit Head, Strategy",http://www.hbs.edu/faculty/Profile%20Files/yaovitajan15_1d8caf01-95ae-48d5-b352-506b0f77a32b.pdf,1984,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=209495,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=209495&facInfo=pub,
harvard_david_b_yoffie,Harvard,David B. Yoffie,Max and Doris Starr Professor of International Business Administration,http://www.people.hbs.edu/dyoffie/CV.pdf,1981,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6577,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=6577&facInfo=pub,
harvard_gwen_yu,Harvard,Gwen Yu,MBA Class of 1962 Associate Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/Gwen%20Yu%20CV%20March%202016_b_c512088c-c8d2-4455-97fc-94b13154367f.pdf,2010,,,https://scholar.google.com/citations?user=QYON_6MAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=566546,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=566546&facInfo=pub,
harvard_royce_g_yudkoff,Harvard,Royce G. Yudkoff,Professor of Management Practice,,,,,,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=589675,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=589675&facInfo=pub,
harvard_feng_zhu,Harvard,Feng Zhu,Assistant Professor of Business Administration,http://www.hbs.edu/faculty/Profile%20Files/FengZhuCV%20-%20January%202017_d4c6b62b-9da1-47c7-9034-2f593b3cce68.pdf,2008,http://fengzhu.info/,,https://scholar.google.com/citations?user=VzokaskAAAAJ&hl=en&oi=ao,,,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=14938,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=14938&facInfo=pub,
chicago_dan_adelman,Chicago,Dan Adelman,"Charles I. Clough, Jr. Professor of Operations Management",http://faculty.chicagobooth.edu/Daniel.adelman/vita/cv.pdf,1997,,,,,,https://www.chicagobooth.edu/faculty/directory/a/dan-adelman,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/adelman/,
chicago_baris_ata,Chicago,Baris Ata,Professor of Operations Management,http://faculty.chicagobooth.edu/baris.ata/vita/vita.pdf,2003,,,,,,https://www.chicagobooth.edu/faculty/directory/a/baris-ata,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/ata/,
chicago_ray_ball,Chicago,Ray Ball,Sidney Davidson Distinguished Service Professor of Accounting,http://faculty.chicagobooth.edu/ray.ball/vita/vita.pdf,1972,,,https://scholar.google.com/citations?user=TEVgnyQAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/ray-ball,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/ball/,
chicago_john_barrios,Chicago,John Barrios,Assistant Professor of Accounting and Centel Foundation/Robert P. Reuss Faculty Scholar,http://faculty.chicagobooth.edu/john.barrios/vitae/Vita.pdf,2015,http://faculty.chicagobooth.edu/john.barrios/,,https://scholar.google.com/citations?user=yE9KwEgAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/john-barrios,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/barrios/,
chicago_daniel_bartels,Chicago,Daniel Bartels,Associate Professor of Marketing,http://home.uchicago.edu/bartels/papers/BartelsCV.pdf,2007,http://home.uchicago.edu/bartels/,,https://scholar.google.com/citations?user=uVbgLSoAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/daniel-bartels,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/bartels/,
chicago_elena_belavina,Chicago,Elena Belavina,Assistant Professor of Operations Management and Jane and Basil Vasiliou Scholar,https://www.dropbox.com/s/44zj20v2e00jl2o/CV-belavina.pdf?dl=1,2012,,,,,,https://www.chicagobooth.edu/faculty/directory/b/elena-belavina,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/belavina/,
chicago_philip_g_berger,Chicago,Philip G. Berger,Wallman Family Professor of Accounting and Deputy Dean of the Part-Time MBA Program,http://faculty.chicagobooth.edu/philip.berger/vita/cv.pdf,1992,,,https://scholar.google.com/citations?user=9NLjLFgAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/philip-g-berger,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/berger/,
chicago_marianne_bertrand,Chicago,Marianne Bertrand,Chris P. Dialynas Distinguished Service Professor of Economics,,,http://faculty.chicagobooth.edu/marianne.bertrand/index.html,,,,,https://www.chicagobooth.edu/faculty/directory/b/marianne-bertrand,,
chicago_john_r_birge,Chicago,John R. Birge,Jerry W. and Carol L. Levin Distinguished Service Professor of Operations Management,http://faculty.chicagobooth.edu/john.birge/vita/Birge_cv2007.pdf,1980,,,https://scholar.google.com/citations?user=jRY_V1gAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/john-r-birge,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/birge/,
chicago_christopher_j_bryan,Chicago,Christopher J. Bryan,Assistant Professor of Behavioral Science and FMC Faculty Scholar,https://voices.uchicago.edu/bryan/files/2016/10/BryanCV-10-24-16-26owopi.pdf,2009,https://voices.uchicago.edu/bryan/,,https://scholar.google.com/citations?user=p46cNvkAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/christopher-j-bryan,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/bryan/,
chicago_eric_budish,Chicago,Eric Budish,Professor of Economics and David G. Booth Faculty Fellow,http://faculty.chicagobooth.edu/eric.budish/vita/cv.pdf,2009,http://faculty.chicagobooth.edu/eric.budish/index.html,,https://scholar.google.com/citations?user=vVNdS-cAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/b/eric-budish,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/budish/,
chicago_ronald_s_burt,Chicago,Ronald S. Burt,Hobart W. Williams Professor of Sociology and Strategy,http://faculty.chicagobooth.edu/ronald.burt/vita/Ron_Burt_CV.pdf,1977,http://faculty.chicagobooth.edu/ronald.burt/,,,,,https://www.chicagobooth.edu/faculty/directory/b/ronald-s-burt,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/burt/,
chicago_rene_caldentey,Chicago,Rene Caldentey,Professor of Operations Management,,,,,,,,https://www.chicagobooth.edu/faculty/directory/c/rene-caldentey,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/caldentey/,
chicago_ozan_candogan,Chicago,Ozan Candogan,Assistant Professor of Operations Management,,,,,https://scholar.google.com/citations?user=QxbpIMUAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/c/ozan-candogan,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/candogan/,
chicago_dennis_w_carlton,Chicago,Dennis W. Carlton,David McDaniel Keller Professor of Economics,http://faculty.chicagobooth.edu/dennis.carlton/vita/cv.pdf,1975,http://faculty.chicagobooth.edu/dennis.carlton/,,,,,https://www.chicagobooth.edu/faculty/directory/c/dennis-w-carlton,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/carlton/,
chicago_eugene_m_caruso,Chicago,Eugene M. Caruso,Associate Professor of Behavioral Science and Charles E. Merrill Faculty Scholar,http://faculty.chicagobooth.edu/eugene.caruso/docs/Caruso%20CV.pdf,2007,http://faculty.chicagobooth.edu/eugene.caruso/index.htm,,https://scholar.google.com/citations?user=b_cNOnMAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/c/eugene-m-caruso,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/caruso/,
chicago_pradeep_k_chintagunta,Chicago,Pradeep K. Chintagunta,Joseph T. and Bernice S. Lewis Distinguished Service Professor of Marketing,http://faculty.chicagobooth.edu/pradeep.chintagunta/vita/cv.pdf,1990,http://faculty.chicagobooth.edu/pradeep.chintagunta/index.html,,https://scholar.google.com/citations?user=f9IVJhsAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/c/pradeep-k-chintagunta,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/chintagunta/,
chicago_hans_b_christensen,Chicago,Hans B. Christensen,Associate Professor of Accounting,,,,,https://scholar.google.com/citations?user=YGDFX2gAAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/c/hans-b-christensen,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/christensen/,
chicago_johan_chu,Chicago,Johan Chu,Assistant Professor of Organizations and Strategy,,,,,,,,https://www.chicagobooth.edu/faculty/directory/c/johan-chu,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/chu/,
chicago_lin_william_cong,Chicago,Lin William Cong,Assistant Professor of Finance,http://faculty.chicagobooth.edu/will.cong/CV.pdf,2014,https://sites.google.com/site/linwilliamcong/home,,https://scholar.google.com/citations?user=xB6K0E4AAAAJ&hl=en&oi=ao,,,https://www.chicagobooth.edu/faculty/directory/c/lin-william-cong,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/cong/,
chicago_george_m_constantinides,Chicago,George M. Constantinides,Leo Melamed Professor of Finance,http://faculty.chicagobooth.edu/george.constantinides/vita/vita.pdf,1975,http://faculty.chicagobooth.edu/george.constantinides/index.htm,,,,,https://www.chicagobooth.edu/faculty/directory/c/george-m-constantinides,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/constantinides/,
chicago_thomas_covert,Chicago,Thomas Covert,Assistant Professor of Economics,http://faculty.chicagobooth.edu/thomas.covert/vitae/cv.pdf,2014,http://home.uchicago.edu/~tcovert/,,,,,https://www.chicagobooth.edu/faculty/directory/c/thomas-covert,https://www.lib.uchicago.edu/research/help/bibliographies/busfac/covert/,
